7
* SHG parameters for all races by gender 03MAY17
* Cigarette level parameters for SHG                                                                
* 1=1-5(3), 2=6-15(10), 3=16-25,(20), 4=26-35(30), 5=36-45(40), 6=41+(60)                           
* Estimates for all race by gender [M(0) F(1)]                                                      
* Race,Sex,StartYOB,EndYOB,Age,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6                                        
0,0,2092,2092,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2093,2093,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2094,2094,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2095,2095,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2096,2096,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2097,2097,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2098,2098,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2099,2099,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,2100,2100,42,0.363043921,0.358710721,0.213611048,0.034823102,0.023478,0.006333207
0,0,1864,1864,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1865,1865,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1866,1866,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1867,1867,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1868,1868,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1869,1869,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1870,1870,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1871,1871,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1872,1872,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1873,1873,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1874,1874,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1875,1875,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1876,1876,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1877,1877,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1878,1878,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1879,1879,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1880,1880,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1881,1881,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1882,1882,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1883,1883,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1884,1884,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1885,1885,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1886,1886,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1887,1887,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1888,1888,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1889,1889,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1890,1890,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1891,1891,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1892,1892,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1893,1893,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1894,1894,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1895,1895,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1896,1896,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1897,1897,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1898,1898,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1899,1899,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1900,1900,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1901,1901,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1902,1902,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1903,1903,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1904,1904,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1905,1905,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1906,1906,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1907,1907,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1908,1908,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1909,1909,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1910,1910,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1911,1911,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1912,1912,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1913,1913,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1914,1914,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1915,1915,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1916,1916,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1917,1917,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1918,1918,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1919,1919,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1920,1920,43,0.063557395,0.172433578,0.396803552,0.162092369,0.154308475,0.050804631
0,0,1921,1921,43,0.064940438,0.175223509,0.397959672,0.16048864,0.151681106,0.049706636
0,0,1922,1922,43,0.066369213,0.178070856,0.39904468,0.158847529,0.149049834,0.048617888
0,0,1923,1923,43,0.066024286,0.177386683,0.398792631,0.159242219,0.149677543,0.048876639
0,0,1924,1924,43,0.065682677,0.176707077,0.398536857,0.159634059,0.150303892,0.049135438
0,0,1925,1925,43,0.06533642,0.176016173,0.398271283,0.160032182,0.150943568,0.049400374
0,0,1926,1926,43,0.064977708,0.17529823,0.397989363,0.160445626,0.151611414,0.04967766
0,0,1927,1927,43,0.064598898,0.174537639,0.397684049,0.160883324,0.152322444,0.049973646
0,0,1928,1928,43,0.064174295,0.173682138,0.397332425,0.161375243,0.153126556,0.050309342
0,0,1929,1929,43,0.063606532,0.172533272,0.396846469,0.162035145,0.154213735,0.050764847
0,0,1930,1930,43,0.062784256,0.170859366,0.396109981,0.162995061,0.15581299,0.051438346
0,0,1931,1931,43,0.061608767,0.168445654,0.394987926,0.164375577,0.158151449,0.052430627
0,0,1932,1932,43,0.060012663,0.165128725,0.393328392,0.16626456,0.161429033,0.053836627
0,0,1933,1933,43,0.058004628,0.160890147,0.391005134,0.168662022,0.165729164,0.055708906
0,0,1934,1934,43,0.055819186,0.156192608,0.388157136,0.171292751,0.170648024,0.057890295
0,0,1935,1935,43,0.053717953,0.151591474,0.385080045,0.17383651,0.175629658,0.060144361
0,0,1936,1936,43,0.051927973,0.14760529,0.382176531,0.176008454,0.18008277,0.062198981
0,0,1937,1937,43,0.050649268,0.144719576,0.379932852,0.177559293,0.183389319,0.063749693
0,0,1938,1938,43,0.050027662,0.143305167,0.378788718,0.178312092,0.185036143,0.064530218
0,0,1939,1939,43,0.050048018,0.143351607,0.378826754,0.178287456,0.184981794,0.064504371
0,0,1940,1940,43,0.050674887,0.144777706,0.379979244,0.177528247,0.183322008,0.063717908
0,0,1941,1941,43,0.051887155,0.147513666,0.382107141,0.176057987,0.180186672,0.06224738
0,0,1942,1942,43,0.053656298,0.151455198,0.384984469,0.173911282,0.175779757,0.060212996
0,0,1943,1943,43,0.055958993,0.156495788,0.388349793,0.171123917,0.170325551,0.057745958
0,0,1944,1944,43,0.058783736,0.162543446,0.391938748,0.167729283,0.164036616,0.054968171
0,0,1945,1945,43,0.06212206,0.169502652,0.395488077,0.163771593,0.157122646,0.051992972
0,0,1946,1946,43,0.065962933,0.177264774,0.398747147,0.159312524,0.14978969,0.048922932
0,0,1947,1947,43,0.070288826,0.1857038,0.401492699,0.154432783,0.142234745,0.045847148
0,0,1948,1948,43,0.07507321,0.19467666,0.403543437,0.149229241,0.13463839,0.042839062
0,0,1949,1949,43,0.08028183,0.204031584,0.404771594,0.143806367,0.127154458,0.039954167
0,0,1950,1950,43,0.085865887,0.213602246,0.405106579,0.138275849,0.119915198,0.037234241
0,0,1951,1951,43,0.091762848,0.223217087,0.404537876,0.132748164,0.113026479,0.034707546
0,0,1952,1952,43,0.097912175,0.232729973,0.403106961,0.127313304,0.106552341,0.032385247
0,0,1953,1953,43,0.104259907,0.242026171,0.400889638,0.122037464,0.100521165,0.030265654
0,0,1954,1954,43,0.110813667,0.251093078,0.397953302,0.116924461,0.094891559,0.028323934
0,0,1955,1955,43,0.117603347,0.259945464,0.394346614,0.111960125,0.089610757,0.026533693
0,0,1956,1956,43,0.124665806,0.268598745,0.390103011,0.107128094,0.084631782,0.024872563
0,0,1957,1957,43,0.13204525,0.277067099,0.385241847,0.10241102,0.079913176,0.023321608
0,0,1958,1958,43,0.139786902,0.285354521,0.379774636,0.097795434,0.075422448,0.021866059
0,0,1959,1959,43,0.147914581,0.293433433,0.373725094,0.093283429,0.071145528,0.020497935
0,0,1960,1960,43,0.156446665,0.301267298,0.367121921,0.088880081,0.067072842,0.019211194
0,0,1961,1961,43,0.165396788,0.308813563,0.359999204,0.084592002,0.063197442,0.018001
0,0,1962,1962,43,0.174755695,0.316012436,0.352411441,0.080434276,0.059520746,0.016865406
0,0,1963,1963,43,0.184503693,0.32280364,0.344423554,0.07642198,0.056044418,0.015802715
0,0,1964,1964,43,0.194614943,0.329132498,0.336105795,0.072567667,0.052768259,0.014810838
0,0,1965,1965,43,0.205057515,0.334951654,0.327531855,0.068881284,0.04969035,0.013887343
0,0,1966,1966,43,0.215793406,0.340222416,0.318777086,0.065370266,0.046807287,0.01302954
0,0,1967,1967,43,0.226778611,0.344915802,0.309916882,0.062039711,0.044114439,0.012234556
0,0,1968,1968,43,0.237963328,0.349013276,0.301025196,0.058892593,0.041606202,0.011499405
0,0,1969,1969,43,0.249292298,0.352507171,0.292173248,0.055930004,0.039276227,0.010821052
0,0,1970,1970,43,0.260705286,0.355400768,0.283428447,0.053151408,0.037117632,0.010196459
0,0,1971,1971,43,0.272148786,0.357710011,0.274845321,0.050552455,0.035121329,0.009622098
0,0,1972,1972,43,0.283612323,0.359464954,0.266440064,0.048118704,0.033271342,0.009092613
0,0,1973,1973,43,0.290151155,0.360228578,0.261733831,0.046800401,0.032276935,0.008809099
0,0,1974,1974,43,0.296547225,0.360815721,0.257192843,0.045556765,0.031343721,0.008543725
0,0,1975,1975,43,0.302823665,0.361243294,0.252797045,0.044378236,0.030463678,0.008294082
0,0,1976,1976,43,0.309005639,0.361525145,0.24852577,0.043255955,0.029629496,0.008057995
0,0,1977,1977,43,0.31512016,0.361672176,0.244357963,0.042181704,0.028834505,0.007833491
0,0,1978,1978,43,0.321195929,0.361692453,0.240272372,0.041147858,0.028072607,0.007618782
0,0,1979,1979,43,0.32726319,0.361591295,0.236247708,0.040147341,0.027338224,0.007412241
0,0,1980,1980,43,0.333353614,0.361371351,0.232262788,0.039173598,0.026626257,0.007212392
0,0,1981,1981,43,0.339494269,0.361033034,0.228300449,0.038221467,0.025932705,0.007018076
0,0,1982,1982,43,0.345689384,0.360576603,0.224358865,0.037289713,0.025256476,0.00682896
0,0,1983,1983,43,0.351937311,0.360002609,0.220439956,0.036378041,0.024597176,0.006644906
0,0,1984,1984,43,0.358236337,0.359311749,0.216545563,0.035486152,0.023954419,0.00646578
0,0,1985,1985,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1986,1986,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1987,1987,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1988,1988,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1989,1989,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1990,1990,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1991,1991,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1992,1992,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1993,1993,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1994,1994,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1995,1995,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1996,1996,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1997,1997,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1998,1998,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1999,1999,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2000,2000,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2001,2001,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2002,2002,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2003,2003,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2004,2004,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2005,2005,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2006,2006,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2007,2007,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2008,2008,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2009,2009,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2010,2010,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2011,2011,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2012,2012,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2013,2013,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2014,2014,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2015,2015,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2016,2016,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2017,2017,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2018,2018,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2019,2019,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2020,2020,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2021,2021,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2022,2022,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2023,2023,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2024,2024,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2025,2025,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2026,2026,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2027,2027,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2028,2028,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2029,2029,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2030,2030,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2031,2031,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2032,2032,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2033,2033,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2034,2034,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2035,2035,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2036,2036,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2037,2037,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2038,2038,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2039,2039,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2040,2040,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2041,2041,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2042,2042,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2043,2043,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2044,2044,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2045,2045,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2046,2046,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2047,2047,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2048,2048,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2049,2049,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2050,2050,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2051,2051,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2052,2052,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2053,2053,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2054,2054,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2055,2055,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2056,2056,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2057,2057,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2058,2058,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2059,2059,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2060,2060,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2061,2061,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2062,2062,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2063,2063,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2064,2064,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2065,2065,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2066,2066,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2067,2067,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2068,2068,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2069,2069,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2070,2070,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2071,2071,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2072,2072,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2073,2073,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2074,2074,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2075,2075,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2076,2076,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2077,2077,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2078,2078,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2079,2079,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2080,2080,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2081,2081,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2082,2082,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2083,2083,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2084,2084,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2085,2085,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2086,2086,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2087,2087,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2088,2088,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2089,2089,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2090,2090,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2091,2091,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2092,2092,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2093,2093,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2094,2094,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2095,2095,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2096,2096,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2097,2097,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2098,2098,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2099,2099,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,2100,2100,43,0.364584678,0.358504857,0.212677445,0.034613745,0.023327823,0.006291452
0,0,1864,1864,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1865,1865,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1866,1866,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1867,1867,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1868,1868,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1869,1869,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1870,1870,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1871,1871,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1872,1872,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1873,1873,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1874,1874,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1875,1875,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1876,1876,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1877,1877,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1878,1878,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1879,1879,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1880,1880,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1881,1881,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1882,1882,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1883,1883,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1884,1884,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1885,1885,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1886,1886,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1887,1887,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1888,1888,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1889,1889,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1890,1890,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1891,1891,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1892,1892,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1893,1893,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1894,1894,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1895,1895,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1896,1896,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1897,1897,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1898,1898,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1899,1899,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1900,1900,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1901,1901,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1902,1902,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1903,1903,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1904,1904,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
0,0,1905,1905,44,0.064302769,0.173941322,0.397439874,0.161226256,0.152882452,0.050207327
